Brellas
~,44444,1,2,3,4,5,~,6,7,8,9,10,11,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0

Chargers
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
