Brellas
~,00000,1,2,3,4,5,~,6,7,8,9,10,11,~,7,0,0,0,0,0,~,8,0,0,0,0,0,~,9,0,0,0,0,0,~,10,0,0,0,0,0,~,11,0,0,0,0,0,~,12,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,999,0,0,0,~,42,68,0,68,42,99
~,0,45987,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,156
~,0,15678,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,2697,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,4579,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0

Chargers
~,123456789,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
~,0,12345,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,156
~,0,45675,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0,~,0,0,0,0,0,0
